Judul,Harga,Lokasi,Kota,Provinsi,Tipe Properti,Kamar Tidur,Kamar Mandi,Luas Total,Nama Agen,Link
Jual Apartemen Kalibata City studio 2br 3br harga mulai dari tsb dan Nego setelah survey dibantu,249000000.0,"RW 07, Rawajati, Pancoran, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",Jakarta Selatan,Daerah Khusus Ibukota Jakarta,Apartemen,2.0,1.0,47.0,M Service,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/2-kamar-shm-apartemen-kalibata-city-174455749714/
DIJUAL APARTEMEN STUDIO PACIFIC GARDEN ALAM SUTERA - VIEW POOL & MALL,680000000.0,"Alam Sutera, Pinang, Tangerang, Banten",Tangerang,Banten,Apartemen,1.0,1.0,26.0,Linktown Expert - Michel,https://www.lamudi.co.id/properti/41032-73-59c3c9102223-88de-296582cf-add9-48bf
Jual Apartment Casa De Parco BSD Siap Huni dan Full Furnish,525000000.0,"BSD City, Sampora, Cisauk, Kabupaten Tangerang, Banten",Kabupaten Tangerang,Banten,Apartemen,1.0,1.0,40.0,Linktown Expert - Michel,https://www.lamudi.co.id/properti/41032-73-cbd34978efe0-b685-19d4d01-8914-76c4
Best Price!!! Apartement Meikarta 2 BR Eksklusif dan Strategis,350000000.0,"Meikarta, Jayamukti, Kab Bekasi, Jawa Barat",Kab Bekasi,Jawa Barat,Apartemen,2.0,1.0,50.0,Linktown Expert - Andreas,https://www.lamudi.co.id/properti/41032-73-9bf4030fc7a8-f7e0-19c7542-a366-73bd
Jual Cepat Unit Apartemen Ancol Mansion Jakarta Utara Type 2+1 BR,1690000000.0,"RW 10, Ancol, Pademangan, Jakarta Utara, Daerah Khusus Ibukota Jakarta",Jakarta Utara,Daerah Khusus Ibukota Jakarta,Apartemen,2.0,2.0,132.0,Linda Wong Atlantis Realty,https://www.lamudi.co.id/jual/jakarta/jakarta-utara/jual-cepat-unit-apartemen-ancol-mansion-jakarta-ut-17374283731/
Di Jual apartemen 1 kamar tidur di  apt kensington royal suites kelapa gading,1300000000.0,"RW 01, Kelapa Gading Timur, Kelapa Gading, Jakarta Utara, Daerah Khusus Ibukota Jakarta",Jakarta Utara,Daerah Khusus Ibukota Jakarta,Apartemen,1.0,1.0,31.0,Linktown Expert - Michel,https://www.lamudi.co.id/properti/41032-73-66edddef9479-2970-19c88eb-abcc-77b7
jual apartemen kensington 3BR full furnish Nego,2650000000.0,"RW 01, Kelapa Gading Timur, Kelapa Gading, Jakarta Utara, Daerah Khusus Ibukota Jakarta",Jakarta Utara,Daerah Khusus Ibukota Jakarta,Apartemen,3.0,3.0,122.0,Linktown Expert - Clarissa,https://www.lamudi.co.id/properti/41032-73-616281c2231f-5650-19cc281-bfd3-7f66
"Dijual Apartement Kota Jakarta Dengan View Swimming Pool, dan Water Park",4600000000.0,"RW 05, Menteng Dalam, Tebet, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",Jakarta Selatan,Daerah Khusus Ibukota Jakarta,Apartemen,4.0,3.0,120.0,Linktown Expert - Michel,https://www.lamudi.co.id/properti/41032-73-30d54d1929b3-1c9a-19dd26d-9155-7285
Best View Laut Apartemen 2BR Furnish di Green Bay Pluit,400000000.0,"RW 10, Pluit, Penjaringan, Jakarta Utara, Daerah Khusus Ibukota Jakarta",Jakarta Utara,Daerah Khusus Ibukota Jakarta,Apartemen,2.0,1.0,40.0,Linktown Expert - Andreas,https://www.lamudi.co.id/properti/41032-73-5d7b777bb2f0-3ce5-19d485c-a62b-789d
Dijual Apartement St regist Jakarta Selatan,21000000000.0,"RW 01, Setiabudi, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",Jakarta Selatan,Daerah Khusus Ibukota Jakarta,Apartemen,3.0,3.0,355.0,Linktown Expert - Michel,https://www.lamudi.co.id/properti/41032-73-f62c89141135-53b-9cd61aa7-a71b-432d
Dijual Apartement dengan City View di Podomoro Golf View Cimanggis,365000000.0,"Podomoro Golf View, Tapos, Tapos, Depok, Jawa Barat",Depok,Jawa Barat,Apartemen,1.0,1.0,21.0,Linktown Expert - Andreas,https://www.lamudi.co.id/properti/41032-73-5ce19820043e-770a-19cae12-8aec-7997
Dijual atau Disewakan Apartement Puri Park View 2 Kamar Siap Huni,270000000.0,"RW 05, Meruya Utara, Kembangan, Jakarta Barat, Daerah Khusus Ibukota Jakarta",Jakarta Barat,Daerah Khusus Ibukota Jakarta,Apartemen,2.0,1.0,36.0,Linktown Center,https://www.lamudi.co.id/properti/41032-73-24b07dea2cc3-29cb-6fb1832c-9a86-4462
Dijual Apartement Green Park View Cengkareng,250000000.0,"RW 13, Cengkareng Timur, Cengkareng, Jakarta Barat, Daerah Khusus Ibukota Jakarta",Jakarta Barat,Daerah Khusus Ibukota Jakarta,Apartemen,2.0,1.0,33.0,Linktown Expert - Michel,https://www.lamudi.co.id/properti/41032-73-1d810dbf249a-2fb-d03b94b2-8632-42f1
Djual Apartemen City View 2 Bedroom di Tanglin Pakuwon,675000000.0,"RW 01, Lontar, Sambikerep, Surabaya, Jawa Timur",Surabaya,Jawa Timur,Apartemen,2.0,1.0,38.0,Linktown Center,https://www.lamudi.co.id/properti/41032-73-3e702bf7b675-546f-97bc267a-a35b-4c08
Dijual dan Disewakan Apartement Sky House BSD FULL FURNISH,650000000.0,"BSD City, Sampora, Cisauk, Kabupaten Tangerang, Banten",Kabupaten Tangerang,Banten,Apartemen,1.0,1.0,22.0,Linktown Expert - Michel,https://www.lamudi.co.id/properti/41032-73-b17a5b4bf5b4-4f38-db65d92f-8720-4203
Dijual Apartemen Marigold NAVA PARK BSD 2 Bed Room,5000000000.0,"BSD City, Sampora, Cisauk, Kabupaten Tangerang, Banten",Kabupaten Tangerang,Banten,Apartemen,2.0,2.0,158.0,Linktown Expert - Michel,https://www.lamudi.co.id/properti/41032-73-e234b84aca40-76cc-84e05054-8d1b-44a5
Dijual Apartemen U-Residence 2 Full Furnished City View,500000000.0,"Cimone Jaya, Karawaci, Tangerang, Banten",Tangerang,Banten,Apartemen,1.0,1.0,35.0,Montana Property,https://www.lamudi.co.id/properti/41032-73-f24ad7bfad6e-e556-19d76f1-a814-73e2
For Sale Apartemen 2 Br Semifurnished di Water Place Dekat Pakuwon Mall,600000000.0,"Pakuwon Indah, Kawasan Superblock Pakuwon, Babatan, Wiyung, Surabaya, Jawa Timur",Surabaya,Jawa Timur,Apartemen,1.0,2.0,50.0,Linktown Center,https://www.lamudi.co.id/properti/41032-73-d0673d75a05c-bc3c-c916a519-87d5-4a79
DIJUAL CEPAT Apartement Callia 2 Bedroom Full Furnish,960000000.0,"RW 16, Kayu Putih, Pulo Gadung, Jakarta Timur, Daerah Khusus Ibukota Jakarta",Jakarta Timur,Daerah Khusus Ibukota Jakarta,Apartemen,2.0,2.0,72.0,Linktown Expert - Michel,https://www.lamudi.co.id/properti/41032-73-c8a0184b7b19-db8d-b02c423b-b087-476d
Dijual Apartemen Taman Anggrek 2 Bed Room,2100000000.0,"RW 07, Tanjung Duren Selatan, Grogol Petamburan, Jakarta Barat, Daerah Khusus Ibukota Jakarta",Jakarta Barat,Daerah Khusus Ibukota Jakarta,Apartemen,2.0,2.0,88.0,Linktown Expert - Michel,https://www.lamudi.co.id/properti/41032-73-2e392f4f5a69-6d9b-22736ccf-8879-48fc
dijual apartement studio semi furnish lokasi strategis dekat pusat perbelanjaan di senin jakarta pusat,1600000000.0,"RW 03, Senen, Senen, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",Jakarta Pusat,Daerah Khusus Ibukota Jakarta,Apartemen,1.0,1.0,47.0,Linktown Expert - Michel,https://www.lamudi.co.id/properti/41032-73-1039c104e195-9e68-19c2e0a-a8cb-7c9a
Dijual Apartement 57 Promenade Jakarta Pusat,6500000000.0,"RW 07, Kebon Melati, Tanah Abang, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",Jakarta Pusat,Daerah Khusus Ibukota Jakarta,Apartemen,2.0,2.0,115.0,Linktown Expert - Michel,https://www.lamudi.co.id/properti/41032-73-63639485ac06-a54c-a125255e-a4d1-4dbc
Dijual Apartement Cinere Bellevue 2 Bedroom Semi Furnish,230000000.0,"Cinere, Cinere, Depok, Jawa Barat",Depok,Jawa Barat,Apartemen,2.0,1.0,38.0,Linktown Expert - Michel,https://www.lamudi.co.id/properti/41032-73-79887f003382-99ae-dd4d555a-b9ad-49c2
Dijual Apartement Sentra Timur Jakarta 2 Bed Room,400000000.0,"RW 06, Pulo Gebang, Cakung, Jakarta Timur, Daerah Khusus Ibukota Jakarta",Jakarta Timur,Daerah Khusus Ibukota Jakarta,Apartemen,2.0,1.0,34.0,Linktown Expert - Michel,https://www.lamudi.co.id/properti/41032-73-4136af4d2a5a-b7e0-62c27776-a25a-4c0a
Apartemen Type Studio Connecting Supermall di Anderson,525000000.0,"RW 01, Lontar, Sambikerep, Surabaya, Jawa Timur",Surabaya,Jawa Timur,Apartemen,2.0,1.0,21.0,Linktown Center,https://www.lamudi.co.id/properti/41032-73-6ca847f1b486-adbb-60680375-aef8-480e
Dijual Apartement Taman Sari Semanggi 2 Bedroom,1500000000.0,"RW 02, Karet Semanggi, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",Jakarta Selatan,Daerah Khusus Ibukota Jakarta,Apartemen,2.0,1.0,71.0,Linktown Expert - Michel,https://www.lamudi.co.id/properti/41032-73-5027d0fd943-bd84-59d02eb0-bd3d-4a43
Dijual Apartemen Bogor Icon,550000000.0,"Cibadak, Tanah Sareal, Bogor, Jawa Barat",Bogor,Jawa Barat,Apartemen,1.0,1.0,24.0,Linktown Expert - Michel,https://www.lamudi.co.id/properti/41032-73-a9c7f885d144-1b36-709facc2-8e6b-449c
"Dijual atau Disewakan Apartemen Paladian Park Tower C, Kelapa Gading",850000000.0,"RW 03, Pegangsaan Dua, Kelapa Gading, Jakarta Utara, Daerah Khusus Ibukota Jakarta",Jakarta Utara,Daerah Khusus Ibukota Jakarta,Apartemen,2.0,1.0,69.0,Hendry Atlantis Realty Sunter,https://www.lamudi.co.id/jual/jakarta/jakarta-utara/dijual-apartemen-paladian-park-tower-c-kelapa-gadi-172457531680/
Jual Apartement Cisauk Point Tower Sapphire Muraaahh,250000000.0,"Cibeulut, Cibogo, Cisauk, Kabupaten Tangerang, Banten",Kabupaten Tangerang,Banten,Apartemen,1.0,1.0,47.0,Linktown Expert - Michel,https://www.lamudi.co.id/properti/41032-73-b0187d511a7e-7df8-19d6c8a-9230-7182
Apartemen Type Studio Dijual dengan City View di Gunawangsa Tidar Surabaya,200000000.0,"RW 01, Petemon, Sawahan, Surabaya, Jawa Timur",Surabaya,Jawa Timur,Apartemen,2.0,1.0,23.0,Linktown Center,https://www.lamudi.co.id/properti/41032-73-73e1c47eb7b2-daef-5d940179-9c9c-4ab7
Jual Cepat Nego Sampai Deal Apartemen Studio Furnish di Greenbah,265000000.0,"RW 10, Pluit, Penjaringan, Jakarta Utara, Daerah Khusus Ibukota Jakarta",Jakarta Utara,Daerah Khusus Ibukota Jakarta,Apartemen,1.0,1.0,47.0,Linktown Expert - Andreas,https://www.lamudi.co.id/properti/41032-73-51ba590cf3c5-bae4-19d4856-bbf4-779c
Dijual Unit Studio Apartement Fatmawati City Center Cepat!!!,1300000000.0,"RW 09, Cilandak Barat, Cilandak, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",Jakarta Selatan,Daerah Khusus Ibukota Jakarta,Apartemen,2.0,1.0,25.0,Linktown Expert - Michel,https://www.lamudi.co.id/properti/41032-73-378303064e10-4d6c-c91d308b-a4ec-4db0
Dijual Apartement Vasanta Full Furnish Type Studio,450000000.0,"MM2100 Industrial Town, Gandamekar, Kab Bekasi, Jawa Barat",Kab Bekasi,Jawa Barat,Apartemen,2.0,1.0,25.0,Linktown Expert - Michel,https://www.lamudi.co.id/properti/41032-73-b74dba2ed19e-d569-a1fc5b55-9ce1-4202
Dijual Cepat Under Market Apartemen Vertu Ciputra World Surabaya Barat,550000000.0,"RW 06, Gunungsari, Dukuh Pakis, Surabaya, Jawa Timur",Surabaya,Jawa Timur,Apartemen,2.0,1.0,27.0,Linktown Center,https://www.lamudi.co.id/properti/41032-73-f5435522e9e9-7af6-2c493b1a-95fd-4948
Full Furnished Apartemen Trillium 2 Br di Pusat Kota Surabaya,1400000000.0,"RW 01, Embong Kaliasin, Genteng, Surabaya, Jawa Timur",Surabaya,Jawa Timur,Apartemen,2.0,1.0,91.0,Linktown Center,https://www.lamudi.co.id/properti/41032-73-48417024d7f4-b968-2f97ca80-b555-4053
Dijual Apartement Belmont Residence Type Studio Jakarta Barat,280000000.0,"RW 07, Srengseng, Kembangan, Jakarta Barat, Daerah Khusus Ibukota Jakarta",Jakarta Barat,Daerah Khusus Ibukota Jakarta,Apartemen,2.0,1.0,21.0,Linktown Expert - Michel,https://www.lamudi.co.id/properti/41032-73-c705b908eb74-740b-6c019042-bfc9-4491
Apartemen Springlake Summarecon Bekasi,435000000.0,"Rawa Bugel, Perwira, Bekasi, Jawa Barat",Bekasi,Jawa Barat,Apartemen,2.0,1.0,25.0,Linktown Center,https://www.lamudi.co.id/properti/41032-73-7146ac7c33f7-3cec-19e4efc-967a-77ff
New Apartement in Sudirman Jakarta Selatan,63000000.0,"RW 04, Karet Semanggi, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",Jakarta Selatan,Daerah Khusus Ibukota Jakarta,Apartemen,2.0,1.0,328.0,Linktown Expert - Michel,https://www.lamudi.co.id/properti/41032-73-936393f00695-b726-8b1f2d68-bef3-473f
Apartemen Fullfurnish Modern The Rosebay Surabaya,4200000000.0,"Graha Famili, RW 02, Pradahkali Kendal, Dukuh Pakis, Surabaya, Jawa Timur",Surabaya,Jawa Timur,Apartemen,3.0,2.0,120.0,yohana be the best,https://www.lamudi.co.id/properti/41032-73-8d9a4d0f393e-9003-866dc427-83d4-4e12
Apartemen The Adhiwangsa Mewah Fasilitas Lengkap,5450000000.0,"Bukit Darmo, RW 02, Pradahkali Kendal, Dukuh Pakis, Surabaya, Jawa Timur",Surabaya,Jawa Timur,Apartemen,3.0,1.0,155.0,yohana be the best,https://www.lamudi.co.id/properti/41032-73-a8e49f116c52-e6c5-4036081-8a09-495a
"Apartemen, Bebas Banjir, Strategis, Ada di Lingkungan Islami,",385000000.0,"RW 04, Cengkareng Barat, Cengkareng, Jakarta Barat, Daerah Khusus Ibukota Jakarta",Jakarta Barat,Daerah Khusus Ibukota Jakarta,Apartemen,2.0,1.0,34.0,yohana be the best,https://www.lamudi.co.id/properti/41032-73-a80387a4c4e1-f47-40997e12-b18b-42dc
"Bebas Banjir, Apartemen, Ada di Lingkungan Islami, Jual Cepat",298000000.0,"RW 04, Cengkareng Barat, Cengkareng, Jakarta Barat, Daerah Khusus Ibukota Jakarta",Jakarta Barat,Daerah Khusus Ibukota Jakarta,Apartemen,2.0,1.0,34.0,yohana be the best,https://www.lamudi.co.id/properti/41032-73-f9aaef898cfa-404-df8721ef-9ddc-4dad
Apartemen Elite di Pusat Kota Kemang di Jakarta Selatan,2180000000.0,"RW 10, Pela Mampang, Mampang Prapatan, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",Jakarta Selatan,Daerah Khusus Ibukota Jakarta,Apartemen,2.0,2.0,200.0,yohana be the best,https://www.lamudi.co.id/properti/41032-73-a4cb5daf74a-801e-9a9d2768-8c91-4695
DIJUAL CEPAT UNIT 1 BEDROOM TOWER TREMBESI LT. 10 WOODLAND PARK RESIDENCE,800000000.0,"RW 05, Rawajati, Pancoran, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",Jakarta Selatan,Daerah Khusus Ibukota Jakarta,Apartemen,1.0,1.0,40.0,MoFu,https://www.lamudi.co.id/properti/41032-73-af88fc004e7f-f157-19e91f0-8e43-743b
"Modern Living di Greenland Royal: Rumah Nyaman, Hidup Jadi Lebih Berkualitas",1300000000.0,"Kedungjaya, Kabupaten Cirebon, Jawa Barat",Kabupaten Cirebon,Jawa Barat,Apartemen,3.0,2.0,82.0,Greenland Cirebon,https://www.lamudi.co.id/properti/41032-73-6aa564e96448-2636-19d5d04-8216-7443
"Solusi Cerdas Investasi: Greenland Royal, Cicilan Lebih Murah dari Sewa Apartemen",1350000000.0,"Kedungjaya, Kabupaten Cirebon, Jawa Barat",Kabupaten Cirebon,Jawa Barat,Apartemen,3.0,2.0,89.0,Greenland Cirebon,https://www.lamudi.co.id/properti/41032-73-2a97d6d706b1-bca2-19d5cf6-9139-77aa
Apartemen Denver Ciamikkkk,1500000000.0,"Citraland, RW 03, Made, Sambikerep, Surabaya, Jawa Timur",Surabaya,Jawa Timur,Apartemen,2.0,1.0,57.0,David Lin,https://www.lamudi.co.id/properti/41032-73-c91576328772-f356-19b1225-954a-739c
Apartment Southhill Residence for Sale Special Price,6000000000.0,"RW 04, Karet Kuningan, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",Jakarta Selatan,Daerah Khusus Ibukota Jakarta,Apartemen,3.0,3.0,135.0,Ramesh - Bozz Property,https://www.lamudi.co.id/properti/41032-73-4a3faafac200-7608-19a5a04-b014-7460
1992 Jual Apartemen Good View Strategis di Surabaya Timur,300000000.0,"RW 11, Medokan Ayu, Rungkut, Surabaya, Jawa Timur",Surabaya,Jawa Timur,Apartemen,1.0,1.0,23.0,Ray White Darmo Permai,https://www.lamudi.co.id/properti/41032-73-8c54fae7dc9c-6f31-8815ebba-ae81-4ed6
2077. Dijual Apartemen Siap Huni Pusat Kota Surabaya di Trillium Jalan Pemuda,1350000000.0,"RW 08, Ketabang, Genteng, Surabaya, Jawa Timur",Surabaya,Jawa Timur,Apartemen,2.0,2.0,904.0,Ray White Darmo Permai,https://www.lamudi.co.id/properti/41032-73-a4391f1ad4c8-52fd-db289435-8261-49e6
"2034. Dijual Segera Apartemen Amor,Pakuwon City Surabaya Timur",450000000.0,"Pakuwon City, RW 03, Kejawen Putih Tambak, Mulyorejo, Surabaya, Jawa Timur",Surabaya,Jawa Timur,Apartemen,1.0,1.0,22.0,Ray White Darmo Permai,https://www.lamudi.co.id/properti/41032-73-3fe021a3829a-247d-f429cfc-b1f5-4160
2039. Dijual Termurah Apartemen Gunawangsa Manyar Surabaya,260000000.0,"RW 08, Keputih, Sukolilo, Surabaya, Jawa Timur",Surabaya,Jawa Timur,Apartemen,1.0,1.0,36.0,Ray White Darmo Permai,https://www.lamudi.co.id/properti/41032-73-3b653d7a7c31-ded9-99e17985-b920-4307
1927. Dijual Apartement The Rosebay Tower H by Graha Family,4000000000.0,"RW 06, Dukuh Pakis, Dukuh Pakis, Surabaya, Jawa Timur",Surabaya,Jawa Timur,Apartemen,2.0,2.0,100.0,Ray White Darmo Permai,https://www.lamudi.co.id/jual/jawa-timur/surabaya/1927-dijual-apartement-the-rosebay-tower-h-by-grah-175122455555/
1906. Dijual Apartement The Square Surabaya,375000000.0,"RW 01, SiwalanKerto, Wonocolo, Surabaya, Jawa Timur",Surabaya,Jawa Timur,Apartemen,2.0,1.0,27.0,Ray White Darmo Permai,https://www.lamudi.co.id/jual/jawa-timur/surabaya/1906-dijual-apartement-the-square-surabaya-174966930650/
1833. Dijual Apartemen Aryaduta CITO Surabaya Selatan,675000000.0,"RW 04, Ketintang, Gayungan, Surabaya, Jawa Timur",Surabaya,Jawa Timur,Apartemen,1.0,1.0,55.0,Ray White Darmo Permai,https://www.lamudi.co.id/jual/jawa-timur/surabaya/1833-dijual-apartemen-aryaduta-cito-surabaya-selat-173411728734/
1922. Apartemen The City Square Margorejo Wonocolo Surabaya Selatan,400000000.0,"RW 10, Jemur Wonosari, Wonocolo, Surabaya, Jawa Timur",Surabaya,Jawa Timur,Apartemen,2.0,1.0,32.0,Ray White Darmo Permai,https://www.lamudi.co.id/jual/jawa-timur/surabaya/1922-apartemen-the-city-square-margorejo-wonocolo-175070703953/
apartemen luas harga murah,800000000.0,"Lippo Village, Kelapa Dua, Kelapa Dua, Kabupaten Tangerang, Banten",Kabupaten Tangerang,Banten,Kondominium,3.0,2.0,96.0,Yuli - Liberti Pro Karawaci,https://www.lamudi.co.id/properti/41032-73-a287cb07ace4-d8e9-19db021-999a-79c5
dijual cepat apartemen full furnish,1200000.0,"RW 09, Kebon Melati, Tanah Abang, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",Jakarta Pusat,Daerah Khusus Ibukota Jakarta,Apartemen,2.0,1.0,56.0,Landmark,https://www.lamudi.co.id/properti/41032-73-d168af63a359-6559-19d7115-ac5b-7e54
Apartemen di Pusat busnis,950000000.0,"Kebon Melati, Tanah Abang, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",Jakarta Pusat,Daerah Khusus Ibukota Jakarta,Apartemen,2.0,3.0,50.0,Lydia Christine,https://www.lamudi.co.id/properti/41032-73-cfaf00ac816d-3875-19e8691-af83-729d
Apartemen Siap Huni Harga Murah,480000000.0,"Pantai Indah Kapuk, Jakarta Utara, Daerah Khusus Ibukota Jakarta",Jakarta Utara,Daerah Khusus Ibukota Jakarta,Apartemen,2.0,1.0,36.0,Remax Harvest,https://www.lamudi.co.id/jual/jakarta/jakarta-utara/apartemen-siap-huni-harga-murah-175852536171/
DI JUAL APARTEMEN MURAAHH 2 BEDROOM SKY HOUSE BSD – READY UNIT HUNI l AKSES AEON MALL,860000000.0,"BSD City, Pagedangan, Pagedangan, Kabupaten Tangerang, Banten",Kabupaten Tangerang,Banten,Apartemen,2.0,1.0,51.0,Frans Property,https://www.lamudi.co.id/properti/41032-73-50a92c1664bf-d884-19e4f39-9bf5-74f2
"Di Jual type 2 Bedroom, luas 51m²",850000000.0,"BSD City, Pagedangan, Pagedangan, Kabupaten Tangerang, Banten",Kabupaten Tangerang,Banten,Apartemen,2.0,1.0,51.0,Frans Property,https://www.lamudi.co.id/properti/41032-73-113d6dfec944-f24-19eb097-92b3-7831
"Di jual apartement type 1 BR , luas 35m²",750000000.0,"BSD City, Pagedangan, Pagedangan, Kabupaten Tangerang, Banten",Kabupaten Tangerang,Banten,Apartemen,1.0,1.0,35.0,Frans Property,https://www.lamudi.co.id/properti/41032-73-6faa258e092-4925-19eb0a0-b428-7e45
DI JUAL APARTEMEN FREE PPN 100% SAMPING BINUS DAN UBM ALAM SUTERA,750000000.0,"Pinang, Pinang, Tangerang, Banten",Tangerang,Banten,Apartemen,1.0,1.0,26.0,Edlin Hausfinder,https://www.lamudi.co.id/jual/banten/tangerang/di-jual-apartemen-free-ppn-100-samping-binus-dan-u-175834226065/
DI JUAL CEPAT APARTEMEN MURAH SAMPING UBM DAN BINUS,650000000.0,"Alam Sutera, Pinang, Tangerang, Banten",Tangerang,Banten,Apartemen,1.0,1.0,26.0,Edlin Hausfinder,https://www.lamudi.co.id/jual/banten/tangerang-selatan/di-jual-cepat-apartemen-murah-samping-ubm-dan-binu-175834307949/
Dijual  Apartemen The Park Residences Kelapa Gading Jakarta Utara,1300000000.0,"RW 20, Kelapa Gading Barat, Kelapa Gading, Jakarta Utara, Daerah Khusus Ibukota Jakarta",Jakarta Utara,Daerah Khusus Ibukota Jakarta,Apartemen,3.0,2.0,101.0,Yan San - Century 21 Metro 1,https://www.lamudi.co.id/properti/41032-73-b0922eafed00-33e9-5a5675a1-858c-4121
Dijual Apartemen Di Springlake Summmarecon Bekasi,255000000.0,"Summarecon Bekasi, Rawa Bugel, Perwira, Bekasi, Jawa Barat",Bekasi,Jawa Barat,Apartemen,1.0,1.0,20.0,Yan San - Century 21 Metro 1,https://www.lamudi.co.id/properti/41032-73-27b1243ac580-533b-5e6c14df-9ae9-4a16
Apartemen The Peak 3BR Bagus Furnished View City,4500000000.0,"RW 10, Kedungdoro, Tegalsari, Surabaya, Jawa Timur",Surabaya,Jawa Timur,Apartemen,3.0,2.0,111.0,Ayu Natalia - Propnex Dharmahusada,https://www.lamudi.co.id/properti/41032-73-fd2f2a08e3a1-cf5e-19cd227-b570-7424
Apartemen The Linden 2BR Bagus Furnished View City,900000000.0,"RW 02, Ngagel, Wonokromo, Surabaya, Jawa Timur",Surabaya,Jawa Timur,Apartemen,2.0,1.0,47.0,Ayu Natalia - Propnex Dharmahusada,https://www.lamudi.co.id/properti/41032-73-b64ef1d62863-ba4e-19cd22d-83e9-73d5
Apartemen Praxis 2BR Bagus Furnished View Kota Siap Huni,1950000000.0,"RW 04, Embong Kaliasin, Genteng, Surabaya, Jawa Timur",Surabaya,Jawa Timur,Apartemen,2.0,1.0,59.0,Ayu Natalia - Propnex Dharmahusada,https://www.lamudi.co.id/properti/41032-73-df332460d9bc-1c47-19cd64d-9c79-7104
Apartemen The Linden 2BR Bagus Furnished View City,400000000.0,"RW 02, Ngagel, Wonokromo, Surabaya, Jawa Timur",Surabaya,Jawa Timur,Apartemen,2.0,1.0,47.0,Ayu Natalia - Propnex Dharmahusada,https://www.lamudi.co.id/properti/41032-73-1ed47d690011-5408-19cd231-a606-72a3
Apartment Studio samping Aeon mall BSD,480000000.0,"BSD Grand CBD, BSD City, Sampora, Cisauk, Kabupaten Tangerang, Banten",Kabupaten Tangerang,Banten,Apartemen,1.0,1.0,22.0,Sky House BSD.,https://www.lamudi.co.id/properti/41032-73-accee822b8a5-7e10-19e9ccb-878b-7677
"Target Sewa Jelas & Luas: Tipe 1BR samping Aeon mall, Aset Likuid untuk Investor",650000000.0,"BSD Grand CBD, BSD City, Sampora, Cisauk, Kabupaten Tangerang, Banten",Kabupaten Tangerang,Banten,Apartemen,1.0,1.0,33.0,Sky House BSD.,https://www.lamudi.co.id/properti/41032-73-8b1933914621-307d-19e921b-9e60-77b4
DIJUAL APARTEMEN STRATEGIS SKY HOUSE BSD  1 BEDROOM,695000000.0,"BSD Grand CBD, BSD City, Sampora, Cisauk, Kabupaten Tangerang, Banten",Kabupaten Tangerang,Banten,Apartemen,1.0,1.0,35.0,Sky House BSD.,https://www.lamudi.co.id/properti/41032-73-826f241a7b09-d7cb-19a8110-b7ba-74fa
DIJUAL CEPAT APARTEMEN 3 KAMAR LUAS 120SQM,1690000000.0,"BSD Grand CBD, BSD City, Sampora, Cisauk, Kabupaten Tangerang, Banten",Kabupaten Tangerang,Banten,Apartemen,3.0,2.0,120.0,Sky House BSD.,https://www.lamudi.co.id/properti/41032-73-41a9748810c5-6902-19b1065-8ad8-7464
