Judul,Harga,Lokasi,Link
Apartemen Dijual di Wiyung,Rp 450Jt,"RW 01, Wiyung, Wiyung, Surabaya, Jawa Timur",https://www.lamudi.co.id/properti/41032-73-6257cf93b5cc-f736-19e31a2-b7c4-7511
Apartemen Dijual di Pantai Indah Kapuk 2,Rp 260Jt,"Muara, Pantai Indah Kapuk 2, Muara, Teluknaga, Kabupaten Tangerang, Banten",https://www.lamudi.co.id/properti/41032-73-bf62febb62a1-3b6b-19e2a61-b03f-79fc
Apartemen Dijual di Alam Sutera,Rp 790Jt,"Alam Sutera, Pinang, Tangerang, Banten",https://www.lamudi.co.id/properti/41032-73-861caf6aff18-f6b2-19e357d-a0b4-7774
Apartemen Dijual di Gading Serpong,"Rp 1,50M","Gading Serpong, Pakulonan Barat, Kelapa Dua, Kabupaten Tangerang, Banten",https://www.lamudi.co.id/properti/41032-73-4f3c00c66541-7f37-19dc2fc-97fd-74ff
Apartemen Dijual di Kalibata,Rp 320Jt,"RW 08, Kalibata, Pancoran, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/murah-dijual-resident-apartemen-kalibata-city-towe-175467415017/
Apartemen Dijual di Cikini,"Rp 1,70M","RW 02, Cikini, Menteng, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-49c3803e6879-e1f6-19be9b5-9b95-7977
Apartemen Dijual di Cihampelas,Rp 155Jt,"Cipaganti, Coblong, Kota Bandung, Jawa Barat",https://www.lamudi.co.id/jual/jawa-barat/bandung/jual-apt-jardin-cihsmpelas-studio-18m2-furnished-m-173416076875/
Apartemen Dijual di Karet,"Rp 3,60M","RW 05, Karet, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-5c82fa9fc1a4-2b06-19e5543-baaf-7058
Apartemen Dijual di Kuningan,"Rp 1,30M","RW 10, Menteng Atas, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-54054889fa94-f97-19e5554-abbd-7202
Apartemen Dijual di Grogol Petamburan,"Rp 1,80M","RW 05, Tanjung Duren Selatan, Grogol Petamburan, Jakarta Barat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-1b52bfccd9ca-5b6-19ead31-ba55-7081
Apartemen Dijual di Bekasi,Rp 500Jt,"Kota Jababeka, Sertajaya, Kab Bekasi, Jawa Barat",https://www.lamudi.co.id/properti/41032-73-d0e92d6bf107-9346-19c41a0-9f61-7111
Apartemen Dijual di Alam Sutera,"Rp 1,80M","Alam Sutera, Pinang, Tangerang, Banten",https://www.lamudi.co.id/properti/41032-73-7a585b02d6e0-6b4c-19dde46-a0f0-7128
Apartemen Dijual di Bumi Serpong Damai,Rp 350Jt,"BSD City, Sampora, Cisauk, Kabupaten Tangerang, Banten",https://www.lamudi.co.id/properti/41032-73-a6e01ad2b1cb-bcd4-19e01a1-a563-70b9
Apartemen Dijual di Denpasar Selatan,Rp 895Jt,"Sanur, Denpasar Selatan, Denpasar, Bali",https://www.lamudi.co.id/properti/41032-73-944c7c74bd5d-3295-19e4348-a3cb-72fa
Apartemen Dijual di Wiyung,Rp 190Jt,"RW 02, Wiyung, Wiyung, Surabaya, Jawa Timur",https://www.lamudi.co.id/properti/41032-73-63361363b83-7c28-55d3c2c2-8933-439b
Apartemen Dijual di Wiyung,"Rp 1,20Jt","RW 02, Wiyung, Wiyung, Surabaya, Jawa Timur",https://www.lamudi.co.id/properti/41032-73-71707ec61b82-72ca-5a2d8ee4-ae34-4076
Apartemen Dijual di Grogol Utara,"Rp 2,10M","RW 11, Grogol Utara, Kebayoran Lama, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/dijual-apartemen-permata-hijau-suites-sudah-plus-f-174280727256/
Apartemen Dijual di Grogol Petamburan,"Rp 1,45M","RW 05, Tanjung Duren Selatan, Grogol Petamburan, Jakarta Barat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-a67ac015bf84-a36f-19e55c3-b231-7533
Apartemen Dijual di Penjaringan,"Rp 4,50M","RW 08, Penjaringan, Penjaringan, Jakarta Utara, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-222b9edd511c-79bd-19e2ade-81f8-73b1
Apartemen Dijual di Bumi Serpong Damai,"Rp 1,40M","BSD City, Sampora, Cisauk, Kabupaten Tangerang, Banten",https://www.lamudi.co.id/jual/banten/tangerang-selatan/dijual-rugi-type-3-plus-1br-dari-harga-2-3-m-now-1-175283400223/
Apartemen Dijual di Bumi Serpong Damai,Rp 600Jt,"BSD City, Sampora, Cisauk, Kabupaten Tangerang, Banten",https://www.lamudi.co.id/properti/41032-73-40be72bf916d-c79b-19ee7de-ab6e-775c
Apartemen Dijual di Dukuh Pakis,Rp 190Jt,"RW 02, Pradahkali Kendal, Dukuh Pakis, Surabaya, Jawa Timur",https://www.lamudi.co.id/properti/41032-73-66524d00536c-b99c-1927a79-9939-7bfa
Apartemen Dijual,"Rp 128,46RbProperti sitaan",,https://www.lamudi.co.id/properti/41032-73-c232a65e94fd-a43f-19a7382-bfa3-7c7d
Apartemen Dijual di Kelapa Gading,Rp 225Jt,"RW 03, Pegangsaan Dua, Kelapa Gading, Jakarta Utara, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-85700d5383ab-c12d-19ebf77-90fb-7609
Apartemen Dijual di Kelapa Gading,Rp 580Jt,"RW 13, Kelapa Gading Timur, Kelapa Gading, Jakarta Utara, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-fee3a57d2d0c-ef06-19d8b93-9b47-7749
Apartemen Dijual di Embong Kaliasin,Rp 850Jt,"RW 07, Embong Kaliasin, Genteng, Surabaya, Jawa Timur",https://www.lamudi.co.id/properti/41032-73-fb902261df87-d700-19c27e2-8226-7d6a
Apartemen Dijual di Grogol Petamburan,"Rp 2,30M","RW 06, Tanjung Duren Selatan, Grogol Petamburan, Jakarta Barat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-8a50d18a00e8-92ad-19e02a7-b71e-73a4
Apartemen Dijual di Cipinang Cempedak,Rp 650Jt,"RW 11, Cipinang Cempedak, Jatinegara, Jakarta Timur, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-17928a1b3530-21be-19c8497-93cc-70c5
Apartemen Dijual di Citraland,"Rp 1,10M","RW 01, Sumur Welut, Lakarsantri, Surabaya, Jawa Timur",https://www.lamudi.co.id/properti/41032-73-47dc88e2979b-e076-19d209c-8cf5-7ba9
Apartemen Dijual di Margajaya,Rp 285Jt,"Grand Centerpoint Apartment, Proyek, Margajaya, Bekasi, Jawa Barat",https://www.lamudi.co.id/properti/41032-73-eb9112f01bea-2c16-19c2de4-b80d-70f0
Apartemen Dijual di Pademangan,"Rp 1,20M","PPK Kemayoran, Pademangan Timur, Pademangan, Jakarta Utara, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-eca1d63a48c7-a949-19eb54e-a2d9-7c16
Apartemen Dijual di Mulyorejo,Rp 450Jt,"RW 03, Kejawen Putih Tambak, Mulyorejo, Surabaya, Jawa Timur",https://www.lamudi.co.id/properti/41032-73-2e3db8b931d7-e5d2-19cd641-be3d-762f
Apartemen Dijual di Dukuh Pakis,Rp 4M,"Graha Famili, RW 02, Pradahkali Kendal, Dukuh Pakis, Surabaya, Jawa Timur",https://www.lamudi.co.id/properti/41032-73-38a9728a969-1b2b-19d8d3a-813e-7db4
Apartemen Dijual di Dukuh Pakis,"Rp 1,20M","Bukit Darmo, RW 01, Pradahkali Kendal, Dukuh Pakis, Surabaya, Jawa Timur",https://www.lamudi.co.id/properti/41032-73-852e2b128104-c12e-19d8d18-a1cc-7e7a
Apartemen Dijual di Jembatan Besi,Rp 1M,"RW 05, Jembatan Besi, Tambora, Jakarta Barat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-8818f76848d1-d370-19f0866-98f5-7f67
Apartemen Dijual di Bolaang Mongondow (Bolmong),"Rp 125,46Jt","Baturapa, Bolaang Mongondow, Sulawesi Utara",https://www.lamudi.co.id/properti/41032-73-50-408c-f298aec4-9e1a-4c99
Kondominium Dijual di Kramat,"Rp 1,50M","RW 02, Kramat, Senen, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-a7ce1b139d25-ca07-19e9198-86fd-71d6
Apartemen Dijual di Kelapa Gading,"Rp 2,20M","RW 01, Kelapa Gading Timur, Kelapa Gading, Jakarta Utara, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-9c788d91a355-adc4-19a9215-8baa-7b0a
Apartemen Dijual di Gading Serpong,Rp 725Jt,"Gading Serpong, Pakulonan Barat, Kelapa Dua, Kabupaten Tangerang, Banten",https://www.lamudi.co.id/properti/41032-73-b91b05b47ea7-5eac-19e6738-95a4-761c
Apartemen Dijual di Cibeunying Kidul,Rp 220Jt,"Kel. Padasuka, Padasuka, Cibeunying Kidul, Kota Bandung, Jawa Barat",https://www.lamudi.co.id/properti/41032-73-643a6e6bceb0-2460-19c4d3c-8e97-73b8
Apartemen Dijual di Cikarang Utara,Rp 420Jt,"Kawasan Industri Jababeka 1, Kota Jababeka, Mekarmukti, Kab Bekasi, Jawa Barat",https://www.lamudi.co.id/properti/41032-73-d21cc66fcada-9a85-19cadcb-966f-75ee
Apartemen Dijual di Kuningan,Rp 18MProperti sitaan,"RW 01, Kuningan Timur, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/apartemen-mewah-raffles-residence-murah-di-scbd-ku-17368125325/
Apartemen Dijual di Kalisari,Rp 495Jt,"Pakuwon City, RW 08, Kalisari, Mulyorejo, Surabaya, Jawa Timur",https://www.lamudi.co.id/properti/41032-73-1f3420a0873c-b098-19c1e8c-886a-7060
Apartemen Dijual di Pademangan,"Rp 6,50M","PPK Kemayoran, Pademangan Timur, Pademangan, Jakarta Utara, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-a4729943cf0f-bd66-19a96da-b86e-759e
Apartemen Dijual di Pademangan,"Rp 6,50M","PPK Kemayoran, Pademangan Timur, Pademangan, Jakarta Utara, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-fa17ef3e7726-54f7-19a2a5c-970e-782d
Apartemen Dijual di Pademangan,"Rp 6,50M","PPK Kemayoran, Pademangan Timur, Pademangan, Jakarta Utara, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-35e827cc372f-3ea0-19a96d3-b347-76f5
Apartemen Dijual di Cengkareng,Rp 400Jt,"RW 01, Rawa Buaya, Cengkareng, Jakarta Barat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-20e556c30063-d7ef-19dc9a4-9805-7896
Apartemen Dijual di Bintaro,Rp 550Jt,"CBD Bintaro Jaya, Bintaro Jaya, Pondok Aren, Tangerang Selatan, Banten",https://www.lamudi.co.id/properti/41032-73-26b5c54b8928-ae78-19a2a1f-98fa-7355
Apartemen Dijual di Dukuh Pakis,Rp 350Jt,"RW 02, Pradahkali Kendal, Dukuh Pakis, Surabaya, Jawa Timur",https://www.lamudi.co.id/properti/41032-73-5ad37d0610c-74c7-19cb862-9bbe-74f6
Apartemen Dijual di Serpong Utara,"Rp 2,50M","Pakualam, Serpong Utara, Tangerang Selatan, Banten",https://www.lamudi.co.id/properti/41032-73-3fea8a89cbe7-c203-19daf0c-a935-7409
Apartemen Dijual di Paseban,"Rp 1,10M","RW 08, Paseban, Senen, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-83597294366a-c286-19de36c-9b94-767a
Apartemen Dijual di Babatan,"Rp 3,90M","Pakuwon Indah, Kawasan Superblock Pakuwon, Babatan, Wiyung, Surabaya, Jawa Timur",https://www.lamudi.co.id/properti/41032-73-352e6689962-c8ee-19dde97-a340-70e2
Apartemen Dijual di Menur Pumpungan,Rp 375Jt,"RW 06, Menur Pumpungan, Sukolilo, Surabaya, Jawa Timur",https://www.lamudi.co.id/properti/41032-73-74980d0d2765-b6c2-19e3a2b-b998-7246
Apartemen Dijual di Bojong Nangka,Rp 300Jt,"Podomoro Golf View, Bojong Nangka, Gunung Putri, Kab Bogor, Jawa Barat",https://www.lamudi.co.id/jual/jawa-barat/bogor/dijual-apartemen-studio-furnish-di-apartemen-podom-175256683986/
Apartemen Dijual di Harapan Mulya,Rp 500Jt,"Summarecon Bekasi, Tytyan Indah, Summarecon, Harapan Mulya, Bekasi, Jawa Barat",https://www.lamudi.co.id/properti/41032-73-a1bafa863c88-56ec-19b0ce2-9015-75e2
Apartemen Dijual di Harapan Mulya,Rp 575Jt,"Summarecon Bekasi, Tytyan Indah, Summarecon, Harapan Mulya, Bekasi, Jawa Barat",https://www.lamudi.co.id/properti/41032-73-938751f0195d-5ca5-19b0787-9c7d-7584
Apartemen Dijual di Harapan Mulya,Rp 400Jt,"Summarecon Bekasi, Tytyan Indah, Summarecon, Harapan Mulya, Bekasi, Jawa Barat",https://www.lamudi.co.id/properti/41032-73-c1f9c718e1db-d1c5-19b077e-aeb5-73ad
Apartemen Dijual di Wiyung,Rp 450Jt,"RW 01, Wiyung, Wiyung, Surabaya, Jawa Timur",https://www.lamudi.co.id/properti/41032-73-83a2050aee6f-4ab-19e3a1a-9369-7341
Apartemen Dijual di Kuningan,"Rp 1,39M","RW 10, Menteng Atas, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-49c563091fd2-2123-19f0132-b4d3-79e7
Apartemen Dijual di Dukuh Pakis,"Rp 1,20M","Bukit Darmo, RW 01, Pradahkali Kendal, Dukuh Pakis, Surabaya, Jawa Timur",https://www.lamudi.co.id/properti/41032-73-5ee44a7ec517-13e3-19e3a25-80dc-76d5
Apartemen Dijual di Kelapa Gading,Rp 850Jt,"RW 19, Kelapa Gading Barat, Kelapa Gading, Jakarta Utara, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-c41f4133e231-7f32-19e01bb-8d70-75fd
Apartemen Dijual di Menur Pumpungan,Rp 375Jt,"RW 06, Menur Pumpungan, Sukolilo, Surabaya, Jawa Timur",https://www.lamudi.co.id/properti/41032-73-3199aa9a7620-d200-19dd44f-ada5-7387
Kondominium Dijual di Pademangan,Rp 396Jt,"RW 07, Pademangan Barat, Pademangan, Jakarta Utara, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-82b1fcc11452-a358-19c2c28-8be7-7644
Apartemen Dijual di Kebon Jeruk,"Rp 1,25M","RW 07, Kebon Jeruk, Kebon Jeruk, Jakarta Barat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-461fcca7fdfb-fd4-19d2069-9770-7298
Apartemen Dijual di Penjaringan,Rp 900Jt,"RW 10, Pluit, Penjaringan, Jakarta Utara, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-b1487510cc1c-614a-19c5044-a357-7742
Apartemen Dijual di Kelapa Gading,"Rp 3,60M","RW 22, Kelapa Gading Timur, Kelapa Gading, Jakarta Utara, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-f6b49f047a05-5fbe-19e06dd-91ef-735a
Apartemen Dijual di Grogol Utara,"Rp 1,67M","RW 11, Grogol Utara, Kebayoran Lama, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/dijual-murah-bu-di-bawah-pasaran-permata-hijau-sui-175729210799/
